5A8	Aleknagik / New Airport	US
UA-0022	Kacha Air Base	UA
UA-0025	Bila Tserkva Air Base	UA
UA-0028	Zhovtneve Air Base	UA
UA30	Batken Airport	KG
UAAA	Almaty International Airport	KZ
UAAH	Balkhash Airport	KZ
UAAT	Taldykorgan Airport	KZ
UACC	Nursultan Nazarbayev International Airport	KZ
UACK	Kokshetau Airport	KZ
UACP	Petropavl Airport	KZ
UADD	Taraz Airport	KZ
UAFL	Issyk-Kul International Airport	KG
UAFM	Manas International Airport	KG
UAFO	Osh Airport	KG
UAFW	Kant Air Base	KG
UAII	Shymkent Airport	KZ
UAIT	Hazrat Sultan International Airport	KZ
UAKD	Zhezkazgan National Airport	KZ
UAKK	Sary-Arka Airport	KZ
UAON	Yubileyniy Airfield	KZ
UARR	Uralsk Airport	KZ
UASA	Ayaguz Airport	KZ
UASB	Ekibastuz Airport	KZ
UASK	Ust-Kamenogorsk Airport	KZ
UASP	Pavlodar Airport	KZ
UASS	Semey Airport	KZ
UATE	Aktau Airport	KZ
UATG	Atyrau International Airport	KZ
UATR	Shalkar Airport	KZ
UATT	Aktobe Airport	KZ
UAUU	Kostanay West Airport	KZ
UB12	Nasosnaya Air Base	AZ
UB13	Stepanakert Airport	AZ
UB14	Kyurdamir Air Base	AZ
UB18	Baku Kala Air Base	AZ
UBBB	Heydar Aliyev International Airport	AZ
UBBG	Ganja International Airport	AZ
UBBN	Nakhchivan Airport	AZ
UBBQ	Gabala International Airport	AZ
UBBY	Zaqatala International Airport	AZ
UDSG	Shirak International Airport	AM
UDYE	Erebuni Airport	AM
UDYZ	Zvartnots International Airport	AM
UEEE	Yakutsk Airport	RU
UELL	Chulman Airport	RU
UEMA	Moma Airport	RU
UEMM	Magan Airport	RU
UEMO	Olyokminsk Airport	RU
UEMT	Ust-Nera Airport	RU
UENK	Kyzyl-Syr Airport	RU
UENW	Vilyuisk Airport	RU
UERA	Aykhal Airport	RU
UERL	Lensk Airport	RU
UERP	Polyarny Airport	RU
UERR	Mirny Airport	RU
UERS	Saskylakh Airport	RU
UESG	Belaya Gora Airport	RU
UESK	Srednekolymsk Airport	RU
UESO	Chokurdakh Airport	RU
UESS	Cherskiy Airport	RU
UEST	Tiksi Airport	RU
UESU	Zyryanka Airport	RU
UG0U	Gudauta Air Base	GE
UG11	Dollyar Air Base	AZ
UG22	Tbilisi Marneuli Air Base	GE
UG24	Tbilisi Soganlug Air Base	GE
UG27	Vaziani Air Base	GE
UG28	Bolshiye Shiraki Air Base	GE
UGAM	Ambrolauri Airport	GE
UGKO	David the Builder Kutaisi International Airport	GE
UGSB	Batumi International Airport	GE
UGSS	Sukhumi Babushara /  Vladislav Ardzinba International Airport	GE
UGTB	Tbilisi International Airport	GE
UHBB	Ignatyevo Airport	RU
UHHH	Khabarovsk Novy Airport	RU
UHKD	Dzemgi Airport	RU
UHKG	Kamenny Ruchey Naval Air Base	RU
UHKK	Komsomolsk-on-Amur Airport	RU
UHKM	Sovetskaya Gavan (Maygatka) Airport	RU
UHMA	Ugolny Yuri Ryktheu Airport	RU
UHMD	Provideniya Bay Airport	RU
UHMF	Omsukchan Airport	RU
UHMG	Chaybukha Airport	RU
UHMK	Keperveem Airport	RU
UHMM	Sokol Airport	RU
UHMP	Pevek Airport	RU
UHMS	Seymchan Airport	RU
UHMT	Magadan-13 Airport	RU
UHMW	Severo-Evensk Airport	RU
UHNN	Nikolayevsk-na-Amure Airport	RU
UHOO	Okhotsk Airport	RU
UHPL	Palana Airport	RU
UHPP	Yelizovo Airport	RU
UHSS	Yuzhno-Sakhalinsk Airport	RU
UHWW	Vladivostok International Airport	RU
UIAA	Chita-Kadala International Airport	RU
UIAE	Krasnokamensk Airport	RU
UIBB	Bratsk Airport	RU
UIBV	Zheleznogorsk Airport	RU
UIII	Irkutsk International Airport	RU
UITT	Ust-Kut Airport	RU
UIUU	Baikal International Airport	RU
UKBB	Boryspil International Airport	UA
UKCM	Mariupol International Airport	UA
UKDD	Dnipro International Airport	UA
UKDE	Zaporizhzhia International Airport	UA
UKDR	Kryvyi Rih International Airport	UA
UKFB	Sevastopol International Airport / Belbek Air Base	UA
UKFF	Simferopol International Airport	UA
UKFG	Gvardeyskoe Air Base	UA
UKFI	Saky Air Base	UA
UKFY	Dzhankoy Airport	UA
UKHH	Kharkiv International Airport	UA
UKKE	Cherkasy International Airport	UA
UKKK	Ihor Sikorsky Kyiv International Airport (Zhuliany)	UA
UKKM	Hostomel Airport	UA
UKKO	Ozerne Air Base	UA
UKLH	Khmelnytskyi Airport	UA
UKLI	Ivano-Frankivsk International Airport	UA
UKLL	Lviv International Airport	UA
UKLN	Chernivtsi International Airport	UA
UKLR	Rivne International Airport	UA
UKLU	Uzhhorod International Airport	UA
UKOH	Kherson International Airport	UA
UKON	Mykolaiv International Airport	UA
UKOO	Odessa International Airport	UA
UKWW	Vinnytsia/Gavyryshivka International Airport	UA
ULAA	Talagi Airport	RU
ULAK	Severomorsk-1 Naval Air Base	RU
ULAM	Naryan Mar Airport	RU
ULBC	Cherepovets Airport	RU
ULDD	Amderma Airport	RU
ULH	Majeed Bin Abdulaziz Airport	SA
ULKK	Kotlas Airport	RU
ULLI	Pulkovo Airport	RU
ULLP	Pushkin Airport	RU
ULMM	Murmansk Airport	RU
ULNR	Staraya Russa Air Base	RU
ULOO	Pskov Airport	RU
ULPB	Petrozavodsk Airport	RU
ULPP	Peski Airport	RU
ULWW	Vologda Airport	RU
UMBB	Brest Airport	BY
UMGG	Gomel Airport	BY
UMII	Vitebsk Vostochny Airport	BY
UMKK	Khrabrovo Airport	RU
UMMA	Baranavichi Air Base	BY
UMMG	Hrodna Airport	BY
UMMS	Minsk National Airport	BY
UMNB	Babruisk Air Base	BY
UMOO	Mogilev Airport	BY
UNAA	Abakan International Airport	RU
UNBB	Barnaul Airport	RU
UNBG	Gorno-Altaysk Airport	RU
UNEE	Kemerovo Airport	RU
UNIB	Baykit Airport	RU
UNII	Yeniseysk Airport	RU
UNIP	Podkamennaya Tunguska Airport	RU
UNIS	Severo-Yeniseysk Airport	RU
UNIW	Vanavara Airport	RU
UNKL	Krasnoyarsk International Airport	RU
UNKM	Krasnoyarsk Cheremshanka Airport	RU
UNKS	Achinsk Airport	RU
UNKY	Kyzyl Airport	RU
UNNE	Yeltsovka Airport	RU
UNNT	Novosibirsk Tolmachevo Airport	RU
UNOO	Omsk Central Airport	RU
UNOS	Omsk Severny Airport	RU
UNSS	Strezhevoy Airport	RU
UNTT	Bogashevo Airport	RU
UNWW	Spichenkovo Airport	RU
UODD	Dikson Airport	RU
UODN	Nagurskoye	RU
UOHH	Khatanga Airport	RU
UOIG	Svetlogorsk Airport	RU
UOII	Igarka Airport	RU
UOOO	Norilsk-Alykel Airport	RU
UOOW	Valek Airport	RU
URKA	Anapa Vityazevo Airport	RU
URKE	Yeysk Airport	RU
URKG	Gelendzhik Airport	RU
URKH	Khanskaya Air Base	RU
URKK	Krasnodar Pashkovsky International Airport	RU
URMG	Khankala Air Base	RU
URML	Makhachkala Uytash International Airport	RU
URMM	Mineralnyye Vody Airport	RU
URMN	Nalchik Airport	RU
URMO	Vladikavkaz Beslan International Airport	RU
URMS	Magas Airport	RU
URMT	Stavropol Shpakovskoye Airport	RU
UROD	Dudinka Airport	RU
URRP	Platov International Airport	RU
URRT	Taganrog Yuzhny Airport	RU
URSS	Sochi International Airport	RU
URWA	Astrakhan Narimanovo Boris M. Kustodiev International Airport	RU
URWI	Elista Airport	RU
URWW	Volgograd International Airport	RU
US-0086	Jim's Private Airport	US
US-0254	Yuma Auxiliary Army Airfield 2	US
US-0571	Williston Basin International Airport	US
USCC	Chelyabinsk Balandino Airport	RU
USCM	Magnitogorsk International Airport	RU
USDA	Sabetta International Airport	RU
USDB	Bovanenkovo Airport	RU
USDD	Salekhard Airport	RU
USHB	Berezovo Airport	RU
USHH	Khanty Mansiysk Airport	RU
USHN	Nyagan Airport	RU
USHS	Sovetskiy Airport	RU
USHU	Uray Airport	RU
USHY	Beloyarskiy Airport	RU
USII	Izhevsk Airport	RU
USKK	Pobedilovo Airport	RU
USMM	Nadym Airport	RU
USMU	Novy Urengoy Airport	RU
USNN	Nizhnevartovsk Airport	RU
USPP	Perm International Airport	RU
USRK	Kogalym International Airport	RU
USRN	Nefteyugansk Airport	RU
USRO	Noyabrsk Airport	RU
USRR	Surgut Airport	RU
USSK	Uktus Airport	RU
USSS	Koltsovo Airport	RU
USTR	Roshchino International Airport	RU
USUU	Kurgan Airport	RU
UT1G	Ashgabat Bezmein Air Base	TM
UTAA	Ashgabat International Airport	TM
UTAK	Turkmenbashi International Airport	TM
UTAM	Mary International Airport	TM
UTAT	Daşoguz Airport	TM
UTAV	Türkmenabat International Airport	TM
UTDD	Dushanbe Airport	TJ
UTDK	Kulob Airport	TJ
UTDL	Khujand Airport	TJ
UTDT	Qurghonteppa International Airport	TJ
UTKA	Andizhan Airport	UZ
UTKF	Fergana International Airport	UZ
UTNN	Nukus Airport	UZ
UTNU	Urgench Airport	UZ
UTSA	Navoi Airport	UZ
UTSB	Bukhara International Airport	UZ
UTSS	Samarkand Airport	UZ
UTST	Termez Airport	UZ
UTTP	Tashkent East Airport	UZ
UTTT	Tashkent International Airport	UZ
UUBA	Kostroma Sokerkino Airport	RU
UUBC	Grabtsevo Airport	RU
UUBD	Dyagilevo Air Base	RU
UUBI	Ivanovo South Airport	RU
UUBK	Staroselye Airport	RU
UUBL	Semyazino Airport	RU
UUBM	Myachkovo Airport	RU
UUBP	Bryansk Airport	RU
UUBW	Zhukovsky International Airport	RU
UUDD	Domodedovo International Airport	RU
UUEE	Sheremetyevo International Airport	RU
UUEM	Migalovo Air Base	RU
UUMO	Ostafyevo International Airport	RU
UUMT	Tretyakovo Airport	RU
UUMU	Chkalovskiy Air Base	RU
UUOB	Belgorod International Airport	RU
UUOK	Kursk East Airport	RU
UUOL	Lipetsk Airport	RU
UUOO	Voronezh International Airport	RU
UUOT	Donskoye Airport	RU
UUWE	Yermolino Air Base	RU
UUWW	Vnukovo International Airport	RU
UUYH	Ukhta Airport	RU
UUYI	Inta Airport	RU
UUYK	Vuktyl Airport	RU
UUYP	Pechora Airport	RU
UUYS	Usinsk Airport	RU
UUYV	Izhma Airport	RU
UUYW	Vorkuta Airport	RU
UUYX	Ust-Tsylma Airport	RU
UUYY	Syktyvkar Airport	RU
UWGG	Nizhny Novgorod Strigino International Airport	RU
UWKB	Bugulma Airport	RU
UWKD	Kazan International Airport	RU
UWKE	Begishevo Airport	RU
UWKG	Borisoglebskoye Airport	RU
UWKJ	Yoshkar-Ola Airport	RU
UWKS	Cheboksary Airport	RU
UWKV	Zhigansk Airport	RU
UWLL	Ulyanovsk Baratayevka Airport	RU
UWLW	Ulyanovsk East Airport	RU
UWOO	Orenburg Central Airport	RU
UWOR	Orsk Airport	RU
UWPP	Penza Airport	RU
UWPS	Saransk Airport	RU
UWSB	Balakovo Airport	RU
UWSG	Gagarin International Airport	RU
UWUU	Ufa International Airport	RU
UWWB	Buguruslan Severny Airport	RU
UWWG	Bezymyanka Airfield	RU
UWWW	Kurumoch International Airport	RU
VA1G	Rewa Airport, Chorhata, REWA	IN
VA2C	Gondia Airport	IN
VAAH	Sardar Vallabh Bhai Patel International Airport	IN
VAAK	Akola Airport	IN
VAAU	Aurangabad Airport	IN
VABB	Chhatrapati Shivaji International Airport	IN
VABI	Bilaspur Airport	IN
VABJ	Bhuj Airport	IN
VABM	Belagavi Airport	IN
VABO	Vadodara Airport	IN
VABP	Raja Bhoj International Airport	IN
VABV	Bhavnagar Airport	IN
VADN	Daman Airport	IN
VAGO	Dabolim Airport	IN
VAHB	Hubli Airport	IN
VAID	Devi Ahilyabai Holkar Airport	IN
VAJB	Jabalpur Airport	IN
VAJM	Jamnagar Airport	IN
VAKE	Kandla Airport	IN
VAKJ	Khajuraho Airport	IN
VAKP	Kolhapur Airport	IN
VAKS	Keshod Airport	IN
VAND	Nanded Airport	IN
VANP	Dr. Babasaheb Ambedkar International Airport	IN
VAOZ	Nashik Airport	IN
VAPO	Pune Airport / Lohagaon Air Force Station	IN
VAPR	Porbandar Airport	IN
VARG	Ratnagiri Airport	IN
VARK	Rajkot Airport	IN
VASD	Shirdi Airport	IN
VASL	Solapur Airport	IN
VASU	Surat Airport	IN
VAUD	Maharana Pratap Airport	IN
VCBI	Bandaranaike International Colombo Airport	LK
VCCA	Anuradhapura Airport	LK
VCCB	Batticaloa Airport	LK
VCCC	Colombo Ratmalana Airport	LK
VCCG	Ampara Airport	LK
VCCH	Hingurakgoda Air Force Base	LK
VCCJ	Jaffna International Airport	LK
VCCK	Koggala Airport	LK
VCCT	China Bay Airport	LK
VCRI	Mattala Rajapaksa International Airport	LK
VDBG	Battambang Airport	KH
VDKH	Kampong Chhnang Airport	KH
VDPP	Phnom Penh International Airport	KH
VDRK	Ratanakiri Airport	KH
VDSR	Siem Reap International Airport	KH
VE44	Hashimara Air Force Station	IN
VE89	Darbhanga Airport	IN
VEAN	Along Airport	IN
VEAT	Agartala - Maharaja Bir Bikram Airport	IN
VEBD	Bagdogra Airport	IN
VEBI	Shillong Airport	IN
VEBS	Biju Patnaik Airport	IN
VECC	Netaji Subhash Chandra Bose International Airport	IN
VEDB	Dhanbad Airport	IN
VEDG	Kazi Nazrul Islam Airport	IN
VEGK	Gorakhpur Airport	IN
VEGT	Lokpriya Gopinath Bordoloi International Airport	IN
VEGY	Gaya Airport	IN
VEIM	Imphal Airport	IN
VEJS	Sonari Airport	IN
VEJT	Jorhat Airport	IN
VEKI	Kushinagar International Airport	IN
VEKR	Kailashahar Airport	IN
VEKU	Silchar Airport	IN
VELP	Lengpui Airport	IN
VELR	Lilabari North Lakhimpur Airport	IN
VEMN	Dibrugarh Airport	IN
VEMR	Dimapur Airport	IN
VEMZ	Muzaffarpur Airport	IN
VEPH	Panagarh Air Force Station	IN
VEPT	Jay Prakash Narayan Airport	IN
VERC	Birsa Munda Airport	IN
VERK	Rourkela Airport	IN
VETZ	Tezpur Airport	IN
VEVZ	Visakhapatnam Airport	IN
VEZO	Ziro Airport	IN
VGBR	Barisal Airport	BD
VGCB	Cox's Bazar Airport	BD
VGEG	Shah Amanat International Airport	BD
VGIS	Ishurdi Airport	BD
VGJR	Jessore Airport	BD
VGRJ	Shah Mokhdum Airport	BD
VGSD	Saidpur Airport	BD
VGSY	Osmany International Airport	BD
VGZR	Hazrat Shahjalal International Airport	BD
VHHH	Hong Kong International Airport	HK
VHSK	Shek Kong Air Base	HK
VIAG	Agra Airport / Agra Air Force Station	IN
VIAL	Prayagraj Airport	IN
VIAM	Ambala Air Force Station	IN
VIAR	Sri Guru Ram Dass Jee International Airport	IN
VIBK	Nal Airport	IN
VIBN	Lal Bahadur Shastri Airport	IN
VIBR	Kullu Manali Airport	IN
VIBT	Bhatinda Air Force Station	IN
VIBY	Bareilly Air Force Station	IN
VICG	Chandigarh International Airport	IN
VICX	Kanpur Airport	IN
VIDD	Safdarjung Airport	IN
VIDN	Dehradun Jolly Grant Airport	IN
VIDP	Indira Gandhi International Airport	IN
VIGG	Kangra Airport	IN
VIGR	Gwalior Airport	IN
VIHR	Hisar Airport	IN
VIJO	Jodhpur Airport	IN
VIJP	Jaipur International Airport	IN
VIJR	Jaisalmer Airport	IN
VIJU	Jammu Airport	IN
VIKG	Kishangarh Airport Ajmer	IN
VIKO	Kota Airport	IN
VILD	Ludhiana Airport	IN
VILH	Leh Kushok Bakula Rimpochee Airport	IN
VILK	Chaudhary Charan Singh International Airport	IN
VIPK	Pathankot Airport	IN
VIPT	Pantnagar Airport	IN
VISA	Sirsa Air Force Station	IN
VISR	Sheikh ul Alam International Airport	IN
VIUX	Udhampur Air Force Station	IN
VLLB	Luang Phabang International Airport	LA
VLPS	Pakse International Airport	LA
VLSK	Savannakhet Airport	LA
VLSN	Sam Neua Airport	LA
VLVT	Wattay International Airport	LA
VMI	Aeropuerto Nacional Dr. Juan Plate	PY
VMMC	Macau International Airport	MO
VN-0001	Dong Hoi Airport	VN
VN-0055	TK88	VN
VNBW	Gautam Buddha International Airport	NP
VNJP	Janakpur Airport	NP
VNKT	Tribhuvan International Airport	NP
VNNG	Nepalgunj Airport	NP
VNPK	Pokhara Airport	NP
VNTJ	Taplejung Airport	NP
VNVT	Biratnagar Airport	NP
VO55	Murod Kond Airport	IN
VO94	Campbell Bay Airport / INS Baaz	IN
VOAT	Agatti Airport	IN
VOBG	HAL Airport	IN
VOBI	Bellary Airport	IN
VOBL	Kempegowda International Airport	IN
VOBR	Bidar Airport / Bidar Air Force Station	IN
VOBZ	Vijayawada Airport	IN
VOCB	Coimbatore International Airport	IN
VOCI	Cochin International Airport	IN
VOCL	Calicut International Airport	IN
VOCP	Kadapa Airport	IN
VOCX	Car Nicobar Air Force Base	IN
VODG	Dundigul Air Force Academy	IN
VOHS	Rajiv Gandhi International Airport	IN
VOHY	Begumpet Airport	IN
VOKN	Kannur International Airport	IN
VOKU	Kurnool Airport	IN
VOMD	Madurai Airport	IN
VOML	Mangalore International Airport	IN
VOMM	Chennai International Airport	IN
VOPB	Veer Savarkar International Airport / INS Utkrosh	IN
VOPC	Pondicherry Airport	IN
VOPN	Sri Sathya Sai Airport	IN
VORY	Rajahmundry Airport	IN
VOSM	Salem Airport	IN
VOSR	Sindhudurg Airport	IN
VOTR	Tiruchirappalli International Airport	IN
VOTV	Thiruvananthapuram International Airport	IN
VQGP	Gelephu Airport	BT
VQPR	Paro International Airport	BT
VRDA	Maafaru International Airport	MV
VRMG	Gan International Airport	MV
VRMH	Hanimaadhoo Airport	MV
VRMK	Kadhdhoo Airport	MV
VRMM	Malé International Airport	MV
VRMT	Kaadedhdhoo Airport	MV
VRMV	Villa Airport	MV
VTBD	Don Mueang International Airport	TH
VTBK	Kamphaeng Saen Airport	TH
VTBL	Khok Kathiam Airport	TH
VTBO	Trat Airport	TH
VTBS	Suvarnabhumi Airport	TH
VTBU	U-Tapao International Airport	TH
VTCC	Chiang Mai International Airport	TH
VTCH	Mae Hong Son Airport	TH
VTCL	Lampang Airport	TH
VTCN	Nan Airport	TH
VTCP	Phrae Airport	TH
VTCT	Mae Fah Luang - Chiang Rai International Airport	TH
VTPB	Phetchabun Airport	TH
VTPH	Hua Hin Airport	TH
VTPI	Takhli Airport	TH
VTPM	Mae Sot Airport	TH
VTPO	Sukhothai Airport	TH
VTPP	Phitsanulok Airport	TH
VTPT	Tak Airport	TH
VTSB	Surat Thani Airport	TH
VTSC	Narathiwat Airport	TH
VTSE	Chumphon Airport	TH
VTSF	Nakhon Si Thammarat Airport	TH
VTSG	Krabi Airport	TH
VTSH	Songkhla Airport	TH
VTSK	Pattani Airport	TH
VTSM	Samui Airport	TH
VTSN	Cha Eian Airport	TH
VTSP	Phuket International Airport	TH
VTSR	Ranong Airport	TH
VTSS	Hat Yai International Airport	TH
VTST	Trang Airport	TH
VTUD	Udon Thani Airport	TH
VTUI	Sakon Nakhon Airport	TH
VTUJ	Surin Airport	TH
VTUK	Khon Kaen Airport	TH
VTUL	Loei Airport	TH
VTUO	Buri Ram Airport	TH
VTUQ	Nakhon Ratchasima Airport	TH
VTUU	Ubon Ratchathani Airport	TH
VTUV	Roi Et Airport	TH
VTUW	Nakhon Phanom Airport	TH
VVBM	Buon Ma Thuot Airport	VN
VVCI	Cat Bi International Airport	VN
VVCM	Cà Mau Airport	VN
VVCR	Cam Ranh International Airport / Cam Ranh Air Base	VN
VVCS	Con Dao Airport	VN
VVCT	Can Tho International Airport	VN
VVDB	Dien Bien Phu Airport	VN
VVDL	Lien Khuong Airport	VN
VVDN	Da Nang International Airport	VN
VVGL	Gia Lam Air Base	VN
VVNB	Noi Bai International Airport	VN
VVPB	Phu Bai International Airport	VN
VVPC	Phu Cat Airport	VN
VVPK	Pleiku Airport	VN
VVPQ	Phu Quoc International Airport	VN
VVRG	Rach Gia Airport	VN
VVTH	Dong Tac Airport	VN
VVTS	Tan Son Nhat International Airport	VN
VVVD	Van Don International Airport	VN
VVVH	Vinh Airport	VN
VYDW	Dawei Airport	MM
VYEL	Nay Pyi Taw International Airport	MM
VYKG	Kengtung Airport	MM
VYKP	Kyaukpyu Airport	MM
VYKT	Kawthoung Airport	MM
VYLK	Loikaw Airport	MM
VYLS	Lashio Airport	MM
VYMD	Mandalay International Airport	MM
VYME	Myeik Airport	MM
VYMK	Myitkyina Airport	MM
VYML	Meiktila Air Base	MM
VYMO	Momeik Airport	MM
VYMS	Mong Hsat Airport	MM
VYNP	Nampong Air Base	MM
VYNS	Namsang Airport	MM
VYPT	Putao Airport	MM
VYST	Shante Air Base	MM
VYSW	Sittwe Airport	MM
VYTD	Thandwe Airport	MM
VYTL	Tachileik Airport	MM
VYYY	Yangon International Airport	MM
WAAA	Hasanuddin International Airport	ID
WABB	Frans Kaisiepo Airport	ID
WABI	Nabire Airport	ID
WABP	Mozes Kilangin Airport	ID
WADD	Ngurah Rai (Bali) International Airport	ID
WADL	Lombok International Airport	ID
WAEW	Pitu Airport	ID
WAFB	Toraja Airport	ID
WAFF	Mutiara - SIS Al-Jufrie Airport	ID
WAFP	Kasiguncu Airport	ID
WAFW	Syukuran Aminuddin Amir Airport	ID
WAGG	Tjilik Riwut Airport	ID
WAHI	Yogyakarta International Airport	ID
WAHL	Tunggul Wulung Airport	ID
WAJJ	Dortheys Hiyo Eluay International Airport	ID
WAJO	Oksibil Airport	ID
WAKK	Mopah International Airport	ID
WAKT	Tanah Merah Airport	ID
WALK	Kalimarau Airport	ID
WALL	Sultan Aji Muhammad Sulaiman Sepinggan International Airport	ID
WALR	Juwata International Airport / Suharnoko Harbani AFB	ID
WALS	Aji Pangeran Tumenggung Pranoto International Airport	ID
WAMH	Naha Airport	ID
WAMM	Sam Ratulangi Airport	ID
WAMT	Sultan Babullah Airport	ID
WAON	Warukin Airport	ID
WAOO	Syamsudin Noor International Airport	ID
WAPF	Karel Sadsuitubun Airport	ID
WAPP	Pattimura International Airport	ID
WARA	Abdul Rachman Saleh Airport	ID
WARJ	Adisutjipto International Airport	ID
WARQ	Adisumarmo International Airport	ID
WARR	Juanda International Airport	ID
WARS	Achmad Yani Airport	ID
WASF	Fakfak Airport	ID
WASK	Kaimana Airport	ID
WASO	Babo Airport	ID
WASR	Rendani Airport	ID
WAVV	Wamena Airport	ID
WAWD	Matahora Airport	ID
WAXX	Domine Eduard Osok Airport	ID
WBGB	Bintulu Airport	MY
WBGG	Kuching International Airport	MY
WBGJ	Limbang Airport	MY
WBGK	Mukah Airport	MY
WBGM	Marudi Airport	MY
WBGR	Miri Airport	MY
WBGS	Sibu Airport	MY
WBGZ	Bario Airport	MY
WBKD	Lahad Datu Airport	MY
WBKK	Kota Kinabalu International Airport	MY
WBKL	Labuan Airport	MY
WBKS	Sandakan Airport	MY
WBKW	Tawau Airport	MY
WBMU	Mulu Airport	MY
WBSB	Brunei International Airport	BN
WIBB	Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB	ID
WIBD	Pinang Kampai Airport	ID
WIBJ	Japura Airport	ID
WICA	Kertajati International Airport	ID
WICC	Husein Sastranegara International Airport	ID
WIDD	Hang Nadim International Airport	ID
WIHH	Halim Perdanakusuma International Airport	ID
WIII	Soekarno-Hatta International Airport	ID
WILL	Radin Inten II International Airport	ID
WIMB	Binaka Airport	ID
WIME	Aek Godang Airport	ID
WIMG	Tabing Airport	ID
WIMK	Soewondo Air Force Base	ID
WIMM	Kualanamu International Airport	ID
WIMS	Dr. Ferdinand Lumban Tobing Airport	ID
WIMU	Alas Leuser Airport	ID
WIOG	Nanga Pinoh Airport	ID
WIOK	Rahadi Osman Airport	ID
WION	Ranai-Natuna Airport	ID
WIOO	Supadio Airport	ID
WIOP	Pangsuma Airport	ID
WIOS	Sintang Airport	ID
WIPL	Fatmawati Soekarno Airport	ID
WIPP	Sultan Mahmud Badaruddin II Airport	ID
WIPQ	Pendopo Airport	ID
WIPT	Minangkabau International Airport	ID
WITC	Cut Nyak Dhien Airport	ID
WITK	Rembele Airport	ID
WITL	Lhok Sukon Airport	ID
WITT	Sultan Iskandar Muda International Airport	ID
WMAP	Kluang Airport	MY
WMBT	Tioman Airport	MY
WMKA	Sultan Abdul Halim Airport	MY
WMKB	RMAF Butterworth Air Base	MY
WMKC	Sultan Ismail Petra Airport	MY
WMKD	Kuantan Airport	MY
WMKE	Kerteh Airport	MY
WMKI	Sultan Azlan Shah Airport	MY
WMKJ	Senai International Airport	MY
WMKK	Kuala Lumpur International Airport	MY
WMKL	Langkawi International Airport	MY
WMKM	Malacca International Airport	MY
WMKN	Sultan Mahmud Airport	MY
WMKP	Penang International Airport	MY
WMSA	Sultan Abdul Aziz Shah International Airport	MY
WPDB	Suai Airport	TL
WPDL	Presidente Nicolau Lobato International Airport	TL
WPEC	Cakung Airport	TL
WPOC	Rota Do Sândalo Oecusse Airport	TL
WSAC	Changi Air Base (East)	SG
WSAG	Sembawang Air Base	SG
WSAP	Paya Lebar Air Base	SG
WSAT	Tengah Air Base	SG
WSSL	Seletar Airport	SG
WSSS	Singapore Changi Airport	SG
WUZ	Wuzhou Xijiang Airport	CN
XK-0001	KFOR Base Airfield	XK
XLLL	Soltsy-2 Air Base	RU
XLMV	Severomorsk-3 Naval Air Base	RU
XLWF	Fedotovo Naval Air Base	RU
XRWL	Lebyazhye Air Base	RU
XUBS	Smolensk North Airport	RU
XWPR	Rtishchevo Air Base	RU
YABA	Albany Airport	AU
YAMB	RAAF Base Amberley	AU
YARA	Ararat Airport	AU
YARM	Armidale Airport	AU
YAYE	Ayers Rock Connellan Airport	AU
YBAR	Barcaldine Airport	AU
YBAS	Alice Springs Airport	AU
YBBN	Brisbane International Airport	AU
YBCG	Gold Coast Airport	AU
YBCK	Blackall Airport	AU
YBCS	Cairns International Airport	AU
YBCV	Charleville Airport	AU
YBDV	Birdsville Airport	AU
YBHI	Broken Hill Airport	AU
YBHM	Hamilton Island Airport	AU
YBIE	Bedourie Airport	AU
YBKE	Bourke Airport	AU
YBLA	Benalla Airport	AU
YBMA	Mount Isa Airport	AU
YBMK	Mackay Airport	AU
YBNA	Ballina Byron Gateway Airport	AU
YBNS	Bairnsdale Airport	AU
YBOK	Oakey Army Aviation Centre	AU
YBOU	Boulia Airport	AU
YBP	Yibin Wuliangye Airport	CN
YBPN	Proserpine Whitsunday Coast Airport	AU
YBRK	Rockhampton Airport	AU
YBRM	Broome International Airport	AU
YBRN	Balranald Airport	AU
YBRW	Brewarrina Airport	AU
YBSU	Sunshine Coast Airport	AU
YBTH	Bathurst Airport	AU
YBTI	Bathurst Island Airport	AU
YBTL	Townsville Airport / RAAF Base Townsville	AU
YBTR	Blackwater Airport	AU
YBUD	Bundaberg Airport	AU
YBWP	Weipa Airport	AU
YBWW	Toowoomba Wellcamp Airport	AU
YCAR	Carnarvon Airport	AU
YCBA	Cobar Airport	AU
YCBB	Coonabarabran Airport	AU
YCBP	Coober Pedy Airport	AU
YCCA	Chinchilla Airport	AU
YCCY	Cloncurry Airport	AU
YCDU	Ceduna Airport	AU
YCEE	Cleve Airport	AU
YCFS	Coffs Harbour Airport	AU
YCIN	RAAF Base Curtin	AU
YCKN	Cooktown Airport	AU
YCMT	Clermont Airport	AU
YCMU	Cunnamulla Airport	AU
YCNM	Coonamble Airport	AU
YCOE	Coen Airport	AU
YCOM	Cooma Snowy Mountains Airport	AU
YCOR	Corowa Airport	AU
YCRG	Corryong Airport	AU
YCTM	Cootamundra Airport	AU
YCWR	Cowra Airport	AU
YDBI	Dirranbandi Airport	AU
YDBY	Derby Airport	AU
YDLQ	Deniliquin Airport	AU
YDPO	Devonport Airport	AU
YDYS	Dysart Airport	AU
YECH	Echuca Airport	AU
YELD	Elcho Island Airport	AU
